Tweet,unnecessary,mandatory,pharma,conspiracy,political,country,rushed,ingredients,side-effect,ineffective,religious,none
"@DPJHodges Another one, these people really are putting all their eggs in the vaccine basket, if that don't come then more lockdowns until we hit herb immunity the hard and long way, meanwhile in Sweden.",0,0,0,0,0,0,0,0,0,1,0,0
"Ignorant and Brainwashing statements.  ""Overall, the benefits of the vaccine outweigh the potential risks, she said."" ""anaphylaxis — a potentially life-threatening allergic reaction"" Those 11 might have been better off not getting it.  COVID-19 vaccines  https://t.co/KVMlgBIJeR",0,0,0,0,0,0,0,0,1,0,0,0
They hyping up those numbers to enforce a lockdown then next is the push of vaccines..Pfizer gotta 90% effective vaccine lined up to push on y’all...basically gone be a test dummy,0,0,0,0,0,0,1,0,0,0,0,0
",...& NOT ONLY the CHINESE vaccine...,which THE CHINESE THEMSELVES DON'T COMPLETELY trust (January 9, 2021; 13:26 HKT) #SINOVAC #FAIL",0,0,0,0,0,1,0,0,0,0,0,0
"@skinnypresident I didn't get the vaccine, and I'm old. They might get me, the soulless bastards.",0,0,0,0,0,0,0,0,0,0,0,1
He already had Covid. The vaccine does not cure CoVID. Stop spreading misinformation.,0,0,0,0,0,0,0,0,0,1,0,0
I’m not taking any vaccine without that information and a reasonable amount of transparency about the vaccine’s efficacy and safety.  @pfizer just blew its public trust. Stupid move.,0,0,0,0,0,0,1,0,0,0,0,0
@Montaigne01 @AlexBerenson @ZekeEmanuel @ScottGottliebMD Yes. I pointed out that SEC should investigate him since he pushes panic as a Pfizer board member and the panic netted Pfizer $2.2B prior to any efficacy data. He is a crook and an attention whore. He belongs in jail and should never be allowed to be on TV about covid again,0,0,1,0,0,0,1,0,0,0,0,0
@longbeachgriffy Sucks for y’all taking the vaccine then,0,0,0,0,0,0,0,0,0,0,0,1
The worst thing about it is this You’ve got the mob who have been vaccinated on here saying they don’t want to interact or be around those who haven’t got the vaccine yet and basically to stuff it up our own and let them be free in their pubs etc https://t.co/MqJqLski8Q,0,0,0,0,0,0,0,0,0,0,0,1
Steven Brandenburg removed 57 vials of the Moderna Covid-19 vaccine in an attempt to destroy them because he believed - wrongly - that they were dangerous and could alter human DNA. https://t.co/3SvWQPaxOr,0,0,0,1,0,0,0,0,1,0,0,0
"@ANI UK is hand in glove with Pfizer vaccine mafia. Permission given by UK is actually to get a backdoor entry to India. Why didn't they get permission in USA first for their vaccine? 138 Crore Indians wd hv already been cured n immune by 25 Dec,20 @Swamy39 @ICMRDELHI",0,0,0,0,1,0,0,0,0,0,0,0
@EdwardM34842089 @bbc5live @BBCSounds Yeah! This is nuts and I’m ‘vulnerable’ but all sounds completely hypocritical and propaganda is through the roof today!! Boris giving Pfizer complete immunity from legal proceedings is very scary.,0,0,0,0,1,0,0,0,0,0,0,0
"13-Year-Old Michigan Boy Dies Three Days After Second Dose of Pfizer Vaccine. Initial autopsy results showed the previously healthy boy suffered from myocarditis, an inflammatory heart condition CDC officials have acknowledged is ""likely"" linked to mRNA COVID vaccines.",0,0,0,0,0,0,0,0,1,0,0,0
@michaelberry @thepatriotgirl1 We’re supposed to believe fact checker when we all found out they was lying about everything don’t forget the guy that used to work for Pfizer did a video weeks ago talking about this vaccine that he was already working on a couple years ago and it does cause sterilization,0,0,0,0,0,0,0,0,1,0,0,0
"@PaulPaul49 Pfizer is a massive Pharmaceutical company which makes huge profits from its *very expensive* #CoVID_19 vaccine. - It isn't likely to put that position at risk by publishing critical data - It pushes a lot of data that discredit rivals - Trial data are ""sketchy"" & incomplete",0,0,1,0,0,0,0,0,0,0,0,0
How many vacancies do they think we're having! As far as im concerned I'm not having any 🖕 No Moderna jab in UK until at least spring 2021 as government didn't order it https://t.co/a4c4Tz0lxQ Sent via @updayUK,0,0,0,0,0,0,0,0,0,0,0,1
No #Teacher’s so not deserve the #Vaccine first. Health workers then supermarket staff. As we know Teachers have had a long break and not due back till April so why would they need a vaccine.,0,0,0,0,0,0,0,0,0,0,0,1
"If the gov approves use of the cheap Oxford vaccine, that can have efficiency less than half the others, who is it going to be given to? Ethnic minorities? Poor people? Ghastly northerners? Plebs? Do you see the problem? https://t.co/SglyZuYGQI",0,0,0,0,0,0,0,0,0,1,0,0
Taking the #vaccine means giving your seal of approval to all this shit that has been going on since February 2020,1,0,0,1,0,0,0,0,0,0,0,0
An amazing Covid piece by James Grundvig on what's wrong with the vaccine. #COVID19 #Covid #Covid #CovidVaccine https://t.co/WIBqgLBzSL,0,0,0,0,0,0,0,0,0,1,0,0
"@cannotrunfast Pfizer saved my life last time. This time, it won't work. Oh well.",0,0,0,0,0,0,0,0,0,1,0,0
"BBC News - Covid vaccine: First 'milestone' vaccine offers 90% protection https://t.co/l5ZyTf5iia This is the Oxford Uni vaccine... not, so my UK Nurse sister tells me, from aborted baby tissue.",0,0,0,0,0,0,0,1,0,1,0,0
"Still waiting for the vaccine, 😏@BorisJohnson it isn’t so great the vaccine rollout performance btw",0,0,0,0,1,0,0,0,0,0,0,0
"@australian Maybe we should welcome this development. The Pfizer mRNA vaccine is an experimental technology, never before used for vaccinations. That fact it was also rushed so not nearly enough long term studies have been performed. We should welcome the remaining traditional choices.",0,0,0,0,0,0,1,0,0,0,0,0
@VoteMarsha You need to stand against the Vaccine passport! My body my choice! I live in America the land of the free!,0,1,0,0,0,0,0,0,0,0,0,0
"The vaccine isn't approved yet and Johnson is recommending it. Bullsh*t like this makes me think this vaccine will get approval because it has political (instead of medical) momentum. This is short-term political thinking again, which will prove harmful if it loses trust.",0,0,0,0,1,0,1,0,0,0,0,0
@SharylAttkisson It's literally impossible to make a vaccine that will not harm 100% of end users specifically because each and every human reacts differently to different chemicals & biologicals.  Making something that works for 80%+ is the best anyone can do.  You people really have no clue.,0,0,0,0,0,0,0,0,1,0,0,0
I do not wanna get vaccinated but im not letting that shit stop me from vacationing,0,0,0,0,0,0,0,0,0,0,0,1
(VACCINES) - Pfizer-BioNTech COVID-19 Vaccine - The 'Life-Saving' Drug that Seems to be Killing People https://t.co/lTlGDOpMbN https://t.co/2Uc9iQmpID,0,0,0,0,0,0,0,0,1,0,0,0
"So last week Pfizer vaccine was 90% effective. Then Modena said theirs was 94%, all of a sudden Pfizer is 95. Got trust issues yet?",0,0,0,0,0,0,0,0,0,1,0,0
@rob_waudby @Pfizer_UK @BSFcharity I’m seeing lots of different skin reactions which may have been triggered by the covid vaccine. Pfizer have zero liability and impossible to prove - it’s a win/win for them! 😡,0,0,0,0,0,0,0,0,1,0,0,0
As more and more people get covid hence immunity the more ridiculous it becomes to mandate a vaccine.,0,1,0,0,0,0,0,0,0,0,0,0
@vikramchandra That's also because unlike Oxford the other change the RNA cells of the body which could hamper the immune system in the long run. A normal flu vaccine has 40/50 percent efficiency.,0,0,0,0,0,0,0,0,1,1,0,0
The ‘#vaccines’ do not prevent you from getting #COVID19 and don't prevent you from spreading it to others. The '#vaccine' spike protein remains with you indefinitely. So you have modified your own DNA to fight #COVID without gaining immunity or reducing transmissibility!! 😲,0,0,0,0,0,0,0,0,0,1,0,0
@ohiospud @RegueiroAS @JoeGLOCK2014 @GuinnChastity Yes. Because you can’t prove the vaccination caused anything. They will say it was coincidental. He’s been released because his enzymes are trending down and his pneumonia is clearing up but he definitely had a reaction to the vaccine.,0,0,0,0,0,0,0,0,1,0,0,0
@4cats412 @lajoy_thomas @SenRonJohnson To the vivacious dead mother’s family this is not a rarity… for them the statistic reads: in the case of Healthy Mom taking experimental gene #vaccine while having a strong immune system the fatality rate is 100%. That is the only statistic that matters!😢🤦‍♀️ #vaccination,0,0,0,0,0,0,0,0,1,0,0,0
Hey Doc Fauci said a vaccine in the works by 2021. 606.5K deaths from cancer expected in 2020. NO VACCINE yet for cancer. I repeat NO [vaccine] yet for cancer. Fake news reporting on increase of covid but never the death toll. INTERESTING!,0,0,0,0,1,0,0,0,0,0,0,0
"@Cmfundisi What do you think about them using the Chinese vaccine on children Doc? We know it’s not very effective, I hope it is very safe.",0,0,0,0,0,0,0,0,0,1,0,0
"@miserablesatire The scam being played on the citizens of 3rd world, nonentity Torydom that Pfizer's vaccine is the result needed by the corrupt cabal running the country - no wonder Mendacious Matty was laughing on GMB this morning.",0,0,0,0,1,0,0,0,0,0,0,0
💉 Here's my beef with Moderna's Vaccine 💉 Some of the top Corporate leaders of this company are selling their stock in the company. Why? 40% of the people in the trial have had reaction to the vaccine shot with flu-like symptoms & fever 100 degrees,0,0,0,0,0,0,0,0,1,0,0,0
@AvifaunaLux @NeilClark66 @RobertJenrick They are not announcing all the adverse reactions or deaths caused by the so called “vaccine” 🙁🤬,0,0,0,0,0,0,0,0,1,0,0,0
🚨🚨🚨 BREAKING – Pfizer Covid-19 💉 only gained Emergency Authorisation for use in Children because Pfizer manipulated study data and committed serious violations 👇 https://t.co/Zw0CcrfykA,0,0,0,0,0,0,1,0,0,0,0,0
2 Health Care Workers Had Serious Allergic Reaction After Pfizer's Covid Vaccine one without prior history - UK has revised guidance to ‘anyone with any allergy to food or meds’ - rules me out on both counts! https://t.co/m4JPjEDPdM,0,0,0,0,0,0,0,0,1,0,0,0
"@pattena1 @CBCAlerts ""Influenza and pneumonia"" are lumped to make ""influenza kills 4000-8000 Canadians yearly. Get your flu shot"". Influenza-confirmed deaths in Canada =  about 400 annually. COVID-19-confirmed deaths in 1 month are 1600.  The baseline is artificially high because gotta sell vaccines.",0,0,1,0,0,0,0,0,0,0,0,0
"(After equally advanced countries with critical-independent-not Govt pressured-research technologies confirm. PE) ""Oxford AstraZeneca COVID-19 Vaccine Trial on Children Paused While UK Investigates Blood Clots in Adults"" https://t.co/LAF7k086l1",0,0,0,0,0,0,0,0,1,0,0,0
"@PClement_ @jjmib @glesgaweegie @piersmorgan The experimental vaccine - 21,500 control group who did not take the vaccine 99.63% did not develop Covid, 0.37% did. The vaccine group 99.07% did not develop Covid 0.023% did. Testing takes circa 2 years - public are being used to test this novel vaccine. It is reckless.",0,0,0,0,0,0,1,0,0,0,0,0
@Kershaw5Ian @GMB @DrHilaryJones Why legal protection to Pfizer if it is so safe...don't get this?  https://t.co/Qz5ytej41e,0,0,0,0,0,0,0,0,1,0,0,0
@benrileysmith Demand that workers receive a #Covid19 vaccination to qualify for a job is in breach of #HelsinkiProtocol. There are now several cases of unusual blood clots & awful side effects from #AstraZeneca especially. No telling who might suffer these side effects without more research.,0,1,0,0,0,0,0,0,1,0,0,0
Success rate of the Pfizer Covid-19 vaccine is 90%. The success rate of their Viagra is between 70-80%. I predict good times at Pfizer sponsored care home Christmas parties this year. https://t.co/WvX6ykzXnY,0,0,0,0,0,0,0,0,0,1,0,0
"@nyunggai “We can’t bank on a vaccine. I think the treatments are improving but we have to learn to live with COVID. We have to manage it.”  This from the chair of CSL, who would be the ones to manufacture the vaccine, and thus has a vested interest in talking it up.  Listen to the experts",1,0,0,0,0,0,0,0,0,1,0,0
"@CNN If 1.3 billion take the Pfizer vaccine, ~355000 will be dead as a direct ""serious side effect"" of it.....statistically speaking.",0,0,0,0,0,0,0,0,1,0,0,0
"But a vaccine is gonna save them all apparently. America is too far gone. Covid only ends in the US when the morons all get it, people getting vaccines are going to be such a low % there's no chance it just ends once a vaccine is available.",1,0,0,0,0,0,0,0,0,0,0,0
"@t_hypocracy @abcnews BRILLIANT question.....just the fact the authorities are more obessed about record who got the ""vaccine"" but don't give a rat's ass about the vaccine efficacy just proves the seemingly nefarious agenda of this entire effort to be right! Not to mention everything covid related.",0,0,0,1,0,0,0,0,0,0,0,0
"This study of the CanSino vaccine proves the Trudeau government bet wrong on it. The incidence of serious side-effects, while not awful, is far worse than the Oxford alternative. Also poorer immunogenicity. DEFINITELY not a good first-line vaccine. https://t.co/dlD5FluqB5",0,0,0,0,0,0,0,0,1,1,0,0
The New world order is being brought in through fear. Once all you dummies get vaccinated they will blend the government’s of the world into one under the guise of protection for all. Just wait,0,0,0,1,0,0,0,0,0,0,0,0
"The New Normal was always the plan: “... we will probably get vaccinated a couple of times a year, against the latest variant in circulation, but never fast or comprehensively enough to achieve herd immunity.” https://t.co/TXrtj3Ren8",0,0,0,0,0,0,0,0,0,1,0,0
🇨🇦📢Stop Moderna Alert for Children Side Damaging Effects already Happening 12-17 Heart inflammation 🛑 MUST INVESTIGATE Do they have to die before its stopped @CPHO_Canada @epdevilla @naomirwolf https://t.co/O8TjsA0wGJ #Icecreamandcandy BAIT is not the Answer #Stopmodernakids https://t.co/BkxNGNMZrH,0,0,0,0,0,0,0,0,1,0,0,0
